Provincia,Partido,Localidad,bw_hasta_10M,bw_10_a_100M,bw_desde_100M,GrandTotal
LA PAMPA,Utracán,General Acha,4455.0,303.0,11.0,4769.0
LA PAMPA,Utracán,Quehué,228.0,15.0,1.0,244.0
LA PAMPA,Utracán,Unanué,55.0,1.0,1.0,57.0
LA RIOJA,Arauco,Aimogasta,190.0,2079.0,0.0,2269.0
LA RIOJA,Arauco,Estación Mazán,1.0,16.0,0.0,17.0
LA RIOJA,Arauco,Villa Mazán,0.0,157.0,0.0,157.0
LA RIOJA,Capital,La Rioja,4724.0,52211.0,659.0,57594.0
LA RIOJA,Castro Barros,Aminga,3.0,172.0,0.0,175.0
LA RIOJA,Castro Barros,Anillaco,11.0,452.0,0.0,463.0
LA RIOJA,Castro Barros,Anjullón,0.0,111.0,0.0,111.0
LA RIOJA,Castro Barros,Chuquis,2.0,38.0,0.0,40.0
LA RIOJA,Castro Barros,Los Molinos,0.0,55.0,0.0,55.0
LA RIOJA,Castro Barros,Pinchas,4.0,50.0,0.0,54.0
LA RIOJA,Castro Barros,San Pedro,1.0,73.0,0.0,74.0
LA RIOJA,Castro Barros,Santa Vera Cruz,0.0,4.0,0.0,4.0
LA RIOJA,Chamical,Chamical,221.0,3004.0,0.0,3225.0
LA RIOJA,Chilecito,Chilecito,1191.0,7773.0,62.0,9026.0
LA RIOJA,Chilecito,Colonia Anguinán,1.0,229.0,0.0,230.0
LA RIOJA,Chilecito,Colonia Vichigasta,1.0,0.0,0.0,1.0
LA RIOJA,Chilecito,La Puntilla,0.0,1.0,0.0,1.0
LA RIOJA,Chilecito,Los Sarmientos,0.0,158.0,0.0,158.0
LA RIOJA,Chilecito,Malligasta,1.0,183.0,0.0,184.0
LA RIOJA,Chilecito,Nonogasta,84.0,848.0,0.0,932.0
LA RIOJA,Chilecito,San Miguel,0.0,63.0,0.0,63.0
LA RIOJA,Chilecito,San Nicolás,0.0,6.0,0.0,6.0
LA RIOJA,Chilecito,Santa Florentina,0.0,6.0,0.0,6.0
LA RIOJA,Chilecito,Sañogasta,0.0,215.0,0.0,215.0
LA RIOJA,Chilecito,Tilimuqui,5.0,7.0,0.0,12.0
LA RIOJA,Chilecito,Vichigasta,41.0,105.0,1.0,147.0
LA RIOJA,Coronel Felipe Varela,Aicuña,6.0,39.0,0.0,45.0
LA RIOJA,Coronel Felipe Varela,Guandacol,2.0,385.0,0.0,387.0
LA RIOJA,Coronel Felipe Varela,Los Palacios,1.0,104.0,0.0,105.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,0.0,126.0,0.0,126.0
LA RIOJA,Coronel Felipe Varela,Santa Clara,0.0,41.0,0.0,41.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,5.0,1380.0,0.0,1385.0
LA RIOJA,Famatina,Angulos,0.0,6.0,0.0,6.0
LA RIOJA,Famatina,Campanas,0.0,160.0,0.0,160.0
LA RIOJA,Famatina,Chañarmuyo,0.0,27.0,0.0,27.0
LA RIOJA,Famatina,Famatina,1.0,204.0,0.0,205.0
LA RIOJA,Famatina,La Cuadra,0.0,21.0,0.0,21.0
LA RIOJA,Famatina,Pituil,0.0,152.0,0.0,152.0
LA RIOJA,Famatina,Santa Cruz,0.0,21.0,0.0,21.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,0.0,93.0,0.0,93.0
LA RIOJA,General Angel V. Peñaloza,Tama,8.0,154.0,0.0,162.0
LA RIOJA,General Belgrano,Chañar,6.0,91.0,0.0,97.0
LA RIOJA,General Belgrano,Loma Blanca,2.0,0.0,0.0,2.0
LA RIOJA,General Belgrano,Olta,3.0,1094.0,0.0,1097.0
LA RIOJA,General Juan F. Quiroga,Malanzán,0.0,347.0,0.0,347.0
LA RIOJA,General Juan F. Quiroga,Nácate,3.0,72.0,0.0,75.0
LA RIOJA,General Juan F. Quiroga,Portezuelo,0.0,224.0,0.0,224.0
LA RIOJA,General Juan F. Quiroga,San Antonio,1.0,31.0,0.0,32.0
LA RIOJA,General Lamadrid,Villa Castelli,0.0,267.0,0.0,267.0
LA RIOJA,General Ocampo,Ambil,1.0,32.0,0.0,33.0
LA RIOJA,General Ocampo,Milagro,0.0,819.0,0.0,819.0
LA RIOJA,General Ocampo,Santa Rita de Catuna,1.0,304.0,0.0,305.0
LA RIOJA,General San Martín,Ulapes,10.0,692.0,0.0,702.0
LA RIOJA,Independencia,Amaná,1.0,0.0,0.0,1.0
LA RIOJA,Independencia,Otros,1.0,0.0,0.0,1.0
LA RIOJA,Independencia,Patquía,31.0,285.0,0.0,316.0
LA RIOJA,OTROS,Otros,0.0,0.0,-3.0,-3.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,349.0,2363.0,1.0,2713.0
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,1.0,116.0,0.0,117.0
LA RIOJA,San Blas de los Sauces,Alpasinche,0.0,50.0,0.0,50.0
LA RIOJA,San Blas de los Sauces,Andolucas,0.0,17.0,0.0,17.0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,0.0,14.0,0.0,14.0
LA RIOJA,San Blas de los Sauces,Cuipan,0.0,51.0,0.0,51.0
LA RIOJA,San Blas de los Sauces,Las Talas,0.0,43.0,0.0,43.0
LA RIOJA,San Blas de los Sauces,Los Robles,1.0,106.0,0.0,107.0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,0.0,158.0,0.0,158.0
LA RIOJA,San Blas de los Sauces,San Blas,0.0,48.0,0.0,48.0
LA RIOJA,San Blas de los Sauces,Shaqui,0.0,73.0,0.0,73.0
LA RIOJA,Sanagasta,Villa Sanagasta,6.0,556.0,0.0,562.0
LA RIOJA,Vinchina,Villa San José de Vinchina,3.0,438.0,0.0,441.0
MENDOZA,Capital,Mendoza,11054.0,100351.0,619.0,112024.0
MENDOZA,General Alvear,Bowen,92.0,63.0,1.0,156.0
MENDOZA,General Alvear,Carmensa,79.0,0.0,0.0,79.0
MENDOZA,General Alvear,General Alvear,5671.0,4973.0,0.0,10644.0
MENDOZA,Godoy Cruz,Gobernador Benegas,73.0,495.0,0.0,568.0
MENDOZA,Godoy Cruz,Godoy Cruz,4310.0,31138.0,1226.0,36674.0
MENDOZA,Godoy Cruz,Las Tortugas,33.0,726.0,0.0,759.0
MENDOZA,Godoy Cruz,San Francisco Del Monte,25.0,271.0,0.0,296.0
MENDOZA,Godoy Cruz,Villa Hipodromo,0.0,18.0,0.0,18.0
MENDOZA,Guaymallén,Bermejo,69.0,80.0,0.0,149.0
MENDOZA,Guaymallén,Buena Nueva,153.0,77.0,1.0,231.0
MENDOZA,Guaymallén,Capilla Del Rosario,184.0,127.0,0.0,311.0
MENDOZA,Guaymallén,Colonia Segovia,146.0,1.0,0.0,147.0
MENDOZA,Guaymallén,Dorrego,1.0,0.0,0.0,1.0
MENDOZA,Guaymallén,El Sauce,10.0,4.0,0.0,14.0
MENDOZA,Guaymallén,Guaymallén,5167.0,29122.0,902.0,35191.0
MENDOZA,Guaymallén,Jesus Nazareno,155.0,103.0,0.0,258.0
MENDOZA,Guaymallén,La Primavera,9.0,0.0,27.0,36.0
MENDOZA,Guaymallén,Las Cañas,123.0,95.0,0.0,218.0
MENDOZA,Guaymallén,Los Corralitos,76.0,48.0,29.0,153.0
MENDOZA,Guaymallén,Otros,150.0,0.0,0.0,150.0
MENDOZA,Guaymallén,Pedro Molina,72.0,41.0,0.0,113.0
MENDOZA,Guaymallén,Puente de Hierro,675.0,600.0,105.0,1380.0
MENDOZA,Guaymallén,Rodeo De La Cruz,124.0,228.0,0.0,352.0
MENDOZA,Guaymallén,San Francisco Del Monte,147.0,84.0,0.0,231.0
MENDOZA,Guaymallén,San Jose,79.0,33.0,0.0,112.0
MENDOZA,Junín,Ingeniero Giagnoni,2547.0,1467.0,0.0,4014.0
MENDOZA,Junín,Junín,283.0,1151.0,94.0,1528.0
MENDOZA,Junín,La Colonia,305.0,512.0,1.0,818.0
MENDOZA,Junín,Los Barriales,590.0,353.0,67.0,1010.0
MENDOZA,Junín,Medrano,774.0,0.0,0.0,774.0
MENDOZA,Junín,Otros,2.0,28.0,0.0,30.0
MENDOZA,Junín,Phillips,1.0,0.0,0.0,1.0
MENDOZA,Junín,Rodríguez Peña,22.0,0.0,26.0,48.0
MENDOZA,La Paz,La Paz,217.0,169.0,1.0,387.0
MENDOZA,Las Heras,Blanco Encalada,4.0,0.0,0.0,4.0
MENDOZA,Las Heras,El Challao,154.0,49.0,0.0,203.0
MENDOZA,Las Heras,El Plumerillo,30.0,6.0,0.0,36.0
MENDOZA,Las Heras,El Resguardo,3.0,0.0,0.0,3.0
MENDOZA,Las Heras,El Zapallar,75.0,9.0,0.0,84.0
MENDOZA,Las Heras,Las Heras,2125.0,13621.0,5.0,15751.0
MENDOZA,Las Heras,Panquehua,4.0,1.0,0.0,5.0
MENDOZA,Las Heras,Papagayos,1.0,0.0,0.0,1.0
MENDOZA,Las Heras,Puente del Inca,0.0,0.0,1.0,1.0
MENDOZA,Las Heras,Uspallata,488.0,661.0,0.0,1149.0
MENDOZA,Lavalle,3 de Mayo,20.0,1.0,0.0,21.0
MENDOZA,Lavalle,Barrio Los Olivos,61.0,168.0,0.0,229.0
MENDOZA,Lavalle,Costa de Araujo,174.0,2.0,0.0,176.0
MENDOZA,Lavalle,El Vergel,22.0,0.0,0.0,22.0
MENDOZA,Lavalle,Ingeniero Gustavo André,26.0,0.0,0.0,26.0
MENDOZA,Lavalle,Jocolí,27.0,0.0,0.0,27.0
MENDOZA,Lavalle,Jocolí Viejo,25.0,0.0,0.0,25.0
MENDOZA,Lavalle,Villa Tulumaya,380.0,0.0,0.0,380.0
MENDOZA,Luján de Cuyo,Agrelo,2.0,1.0,628.0,631.0
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,0.0,0.0,92.0,92.0
MENDOZA,Luján de Cuyo,Cacheuta,9.0,11.0,29.0,49.0
MENDOZA,Luján de Cuyo,Carrodilla,423.0,70.0,175.0,668.0
MENDOZA,Luján de Cuyo,Chacras De Coria,607.0,108.0,222.0,937.0
MENDOZA,Luján de Cuyo,Costa Flores,0.0,0.0,150.0,150.0
MENDOZA,Luján de Cuyo,El Carrizal,12.0,0.0,30.0,42.0
MENDOZA,Luján de Cuyo,El Salto,0.0,0.0,34.0,34.0
MENDOZA,Luján de Cuyo,La Puntilla,91.0,21.0,0.0,112.0
MENDOZA,Luján de Cuyo,Las Compuertas,773.0,276.0,42.0,1091.0
MENDOZA,Luján de Cuyo,Las Vegas,0.0,0.0,32.0,32.0
MENDOZA,Luján de Cuyo,Luján de Cuyo,3471.0,4761.0,653.0,8885.0
MENDOZA,Luján de Cuyo,Mayor Drummond,229.0,39.0,196.0,464.0
MENDOZA,Luján de Cuyo,Perdriel,66.0,43.0,163.0,272.0
MENDOZA,Luján de Cuyo,Potrerillos,6.0,2.0,30.0,38.0
MENDOZA,Luján de Cuyo,Ugarteche,121.0,0.0,129.0,250.0
MENDOZA,Luján de Cuyo,Vistalba,37.0,8.0,252.0,297.0
MENDOZA,Maipú,Barrancas,0.0,0.0,31.0,31.0
MENDOZA,Maipú,Barrio Jesús de Nazaret,0.0,0.0,33.0,33.0
MENDOZA,Maipú,Coquimbito,4.0,1.0,0.0,5.0
MENDOZA,Maipú,Cruz de Piedra,12.0,0.0,59.0,71.0
MENDOZA,Maipú,El Pedregal,0.0,0.0,31.0,31.0
MENDOZA,Maipú,Fray Luis Beltrán,151.0,190.0,60.0,401.0
MENDOZA,Maipú,General Gutierrez,48.0,18.0,0.0,66.0
MENDOZA,Maipú,Luzuriaga,236.0,85.0,0.0,321.0
MENDOZA,Maipú,Maipú,2077.0,4835.0,2.0,6914.0
MENDOZA,Maipú,Rodeo del Medio,278.0,262.0,157.0,697.0
MENDOZA,Maipú,Russell,737.0,3817.0,32.0,4586.0
MENDOZA,Maipú,San Roque,322.0,3228.0,67.0,3617.0
MENDOZA,Maipú,Villa Teresa,0.0,0.0,38.0,38.0
MENDOZA,Malargüe,Agua Escondida,1.0,0.0,2.0,3.0
MENDOZA,Malargüe,Las Leñas,0.0,1.0,1.0,2.0
MENDOZA,Malargüe,Malargüe,1599.0,47.0,1.0,1647.0
MENDOZA,OTROS,Otros,7.0,0.0,959.0,966.0
MENDOZA,Rivadavia,Andrade,13.0,0.0,0.0,13.0
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,5.0,0.0,0.0,5.0
MENDOZA,Rivadavia,Barrio Rivadavia,63.0,0.0,0.0,63.0
MENDOZA,Rivadavia,El Mirador,68.0,0.0,0.0,68.0
MENDOZA,Rivadavia,La Central,98.0,0.0,0.0,98.0
MENDOZA,Rivadavia,La Esperanza,33.0,0.0,0.0,33.0
MENDOZA,Rivadavia,La Florida,95.0,0.0,0.0,95.0
MENDOZA,Rivadavia,La Libertad,60.0,0.0,0.0,60.0
MENDOZA,Rivadavia,Los Árboles,8.0,0.0,0.0,8.0
MENDOZA,Rivadavia,Los Campamentos,81.0,0.0,0.0,81.0
MENDOZA,Rivadavia,Medrano,3.0,0.0,0.0,3.0
MENDOZA,Rivadavia,Mundo Nuevo,13.0,0.0,0.0,13.0
MENDOZA,Rivadavia,Reducción de Abajo,61.0,0.0,0.0,61.0
MENDOZA,Rivadavia,Rivadavia,4396.0,228.0,2.0,4626.0
MENDOZA,Rivadavia,Santa María de Oro,42.0,0.0,0.0,42.0
MENDOZA,San Carlos,Barrio El Cepillo,39.0,8.0,0.0,47.0
MENDOZA,San Carlos,Chilecito,125.0,27.0,0.0,152.0
MENDOZA,San Carlos,Eugenio Bustos,601.0,60.0,0.0,661.0
MENDOZA,San Carlos,La Consulta,134.0,668.0,0.0,802.0
MENDOZA,San Carlos,Pareditas,105.0,15.0,0.0,120.0
MENDOZA,San Carlos,San Carlos,322.0,255.0,0.0,577.0
MENDOZA,San Martín,Alto Salvador,21.0,32.0,0.0,53.0
MENDOZA,San Martín,Alto Verde,91.0,60.0,0.0,151.0
MENDOZA,San Martín,Chapanay,32.0,7.0,0.0,39.0
MENDOZA,San Martín,El Espino,59.0,0.0,0.0,59.0
MENDOZA,San Martín,El Ramblón,107.0,0.0,0.0,107.0
MENDOZA,San Martín,Montecaseros,94.0,0.0,0.0,94.0
MENDOZA,San Martín,Nueva California,47.0,0.0,0.0,47.0
MENDOZA,San Martín,Otros,94.0,0.0,0.0,94.0
MENDOZA,San Martín,Palmira,48.0,486.0,0.0,534.0
MENDOZA,San Martín,San Martín,1049.0,2655.0,2.0,3706.0
MENDOZA,San Martín,Tres Porteñas,219.0,0.0,0.0,219.0
MENDOZA,San Rafael,25 de Mayo,92.0,0.0,0.0,92.0
MENDOZA,San Rafael,Capitán Montoya,2.0,0.0,0.0,2.0
MENDOZA,San Rafael,Cuadro Benegas,430.0,2009.0,106.0,2545.0
MENDOZA,San Rafael,El Nihuil,88.0,0.0,0.0,88.0
MENDOZA,San Rafael,Goudge,176.0,2.0,0.0,178.0
MENDOZA,San Rafael,Jaime Prats,93.0,1.0,0.0,94.0
MENDOZA,San Rafael,Las Malvinas,53.0,0.0,0.0,53.0
MENDOZA,San Rafael,Monte Comán,429.0,0.0,0.0,429.0
MENDOZA,San Rafael,Punta del Agua,1.0,0.0,0.0,1.0
MENDOZA,San Rafael,Rama Caída,456.0,0.0,0.0,456.0
MENDOZA,San Rafael,Real del Padre,667.0,1.0,0.0,668.0
MENDOZA,San Rafael,Salto de Las Rosas,363.0,0.0,0.0,363.0
MENDOZA,San Rafael,San Rafael,5260.0,895.0,3.0,6158.0
MENDOZA,San Rafael,Villa Atuel,246.0,0.0,0.0,246.0
MENDOZA,San Rafael,Villa Atuel Norte,102.0,0.0,0.0,102.0
MENDOZA,Santa Rosa,Barrio 12 de Octubre,0.0,3.0,0.0,3.0
MENDOZA,Santa Rosa,La Dormida,303.0,0.0,0.0,303.0
MENDOZA,Santa Rosa,Las Catitas,381.0,0.0,0.0,381.0
MENDOZA,Santa Rosa,Santa Rosa,153.0,0.0,1.0,154.0
MENDOZA,Tunuyán,Campo Los Andes,0.0,55.0,0.0,55.0
MENDOZA,Tunuyán,Colonia Las Rosas,198.0,1.0,0.0,199.0
MENDOZA,Tunuyán,Los Sauces,22.0,1.0,0.0,23.0
MENDOZA,Tunuyán,Tunuyán,1668.0,205.0,6.0,1879.0
MENDOZA,Tunuyán,Vista Flores,251.0,13.0,0.0,264.0
MENDOZA,Tupungato,Cordón del Plata,326.0,0.0,18.0,344.0
MENDOZA,Tupungato,La Arboleda,45.0,0.0,0.0,45.0
MENDOZA,Tupungato,San José,41.0,17.0,0.0,58.0
MENDOZA,Tupungato,Tupungato,837.0,279.0,2.0,1118.0
MISIONES,25 de Mayo,25 de Mayo,2.0,0.0,538.0,540.0
MISIONES,25 de Mayo,Alba Posse,36.0,4.0,0.0,40.0
MISIONES,25 de Mayo,Alicia Baja,24.0,0.0,0.0,24.0
MISIONES,25 de Mayo,Colonia Alicia,32.0,0.0,20.0,52.0
MISIONES,25 de Mayo,Colonia Aurora,62.0,0.0,10.0,72.0
MISIONES,25 de Mayo,San Francisco de Asís,37.0,3.0,40.0,80.0
MISIONES,25 de Mayo,Santa Rita,76.0,5.0,150.0,231.0
MISIONES,Apóstoles,Apóstoles,5417.0,112.0,0.0,5529.0
MISIONES,Apóstoles,Azara,157.0,0.0,0.0,157.0
MISIONES,Apóstoles,San José,559.0,32.0,0.0,591.0
MISIONES,Cainguás,Aristóbulo del Valle,1197.0,4.0,0.0,1201.0
MISIONES,Cainguás,Campo Grande,6.0,9.0,0.0,15.0
MISIONES,Cainguás,Dos de Mayo Núcleo I,1310.0,2.0,18.0,1330.0
MISIONES,Cainguás,Dos de Mayo Núcleo III,81.0,0.0,0.0,81.0
MISIONES,Cainguás,Otros,6.0,0.0,0.0,6.0
MISIONES,Cainguás,Pueblo Illia,38.0,0.0,0.0,38.0
MISIONES,Cainguás,Salto Encantado,65.0,0.0,0.0,65.0
MISIONES,Candelaria,Barrio Del Lago,0.0,9351.0,927.0,10278.0
MISIONES,Candelaria,Bonpland,38.0,5.0,0.0,43.0
MISIONES,Candelaria,Candelaria,811.0,65.0,0.0,876.0
MISIONES,Candelaria,Mártires,16.0,0.0,0.0,16.0
MISIONES,Candelaria,Profundidad,3.0,0.0,0.0,3.0
MISIONES,Candelaria,Santa Ana,163.0,32.0,0.0,195.0
MISIONES,Capital,Garupá,2127.0,4254.0,3904.0,10285.0
MISIONES,Capital,Nemesio Parma,1.0,0.0,0.0,1.0
MISIONES,Capital,Posadas,5747.0,71997.0,3460.0,81204.0
MISIONES,Concepción,Concepción de la Sierra,615.0,1.0,0.0,616.0
MISIONES,Concepción,La Corita,12.0,0.0,0.0,12.0
MISIONES,Eldorado,Colonia Victoria,5.0,1.0,0.0,6.0
MISIONES,Eldorado,Eldorado,5896.0,1903.0,5.0,7804.0
MISIONES,Eldorado,Puerto Mado,0.0,0.0,1.0,1.0
MISIONES,Eldorado,Santiago De Liniers,1.0,0.0,0.0,1.0
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,0.0,1.0,370.0,371.0
MISIONES,General Manuel Belgrano,Dos Hermanas,0.0,0.0,5.0,5.0
MISIONES,Guaraní,El Soberbio,533.0,0.0,520.0,1053.0
MISIONES,Guaraní,Fracrán,131.0,0.0,0.0,131.0
MISIONES,Guaraní,San Vicente,1036.0,2265.0,20.0,3321.0
MISIONES,Iguazú,Esperanza,2762.0,67.0,0.0,2829.0
MISIONES,Iguazú,Libertad,278.0,61.0,0.0,339.0
MISIONES,Iguazú,Puerto Iguazú,1283.0,6638.0,155.0,8076.0
MISIONES,Iguazú,Wanda,727.0,61.0,0.0,788.0
MISIONES,Leandro N. Alem,Almafuerte,2.0,0.0,1.0,3.0
MISIONES,Leandro N. Alem,Arroyo del Medio,2.0,0.0,0.0,2.0
MISIONES,Leandro N. Alem,Caá - Yarí,1.0,0.0,0.0,1.0
MISIONES,Leandro N. Alem,Cerro Azul,447.0,10.0,15.0,472.0
MISIONES,Leandro N. Alem,Dos Arroyos,0.0,2.0,0.0,2.0
MISIONES,Leandro N. Alem,Gobernador López,0.0,0.0,20.0,20.0
MISIONES,Leandro N. Alem,Leandro N. Alem,4410.0,126.0,127.0,4663.0
MISIONES,Leandro N. Alem,Olegario V. Andrade,7.0,0.0,0.0,7.0
MISIONES,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),60.0,0.0,0.0,60.0
MISIONES,Libertador Grl. San Martín,Capioví,1127.0,45.0,0.0,1172.0
MISIONES,Libertador Grl. San Martín,El Alcázar,1.0,0.0,0.0,1.0
MISIONES,Libertador Grl. San Martín,Garuhapé,749.0,26.0,0.0,775.0
MISIONES,Libertador Grl. San Martín,Puerto Leoni,238.0,0.0,0.0,238.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,4805.0,360.0,0.0,5165.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,315.0,3.0,0.0,318.0
MISIONES,Libertador Grl. San Martín,San Miguel,1.0,0.0,0.0,1.0
MISIONES,Montecarlo,Caraguatay,0.0,0.0,20.0,20.0
MISIONES,Montecarlo,Montecarlo,2569.0,34.0,480.0,3083.0
MISIONES,Montecarlo,Puerto Piray,296.0,46.0,20.0,362.0
MISIONES,Montecarlo,Taruma,1.0,0.0,0.0,1.0
MISIONES,Oberá,Alberdi,25.0,0.0,0.0,25.0
MISIONES,Oberá,Campo Ramón,337.0,0.0,15.0,352.0
MISIONES,Oberá,Campo Viera,0.0,1.0,0.0,1.0
MISIONES,Oberá,General Alvear,9.0,0.0,0.0,9.0
MISIONES,Oberá,Guaraní,24.0,3.0,0.0,27.0
MISIONES,Oberá,Los Helechos,20.0,0.0,20.0,40.0
MISIONES,Oberá,Oberá,3857.0,3725.0,4.0,7586.0
MISIONES,Oberá,Panambí,21.0,0.0,0.0,21.0
MISIONES,Oberá,Panambi Kilómetro 15,0.0,0.0,50.0,50.0
MISIONES,Oberá,Panambí Kilómetro 8,24.0,0.0,50.0,74.0
MISIONES,Oberá,San Martín,7.0,0.0,0.0,7.0
MISIONES,Oberá,Villa Bonita,36.0,0.0,0.0,36.0
MISIONES,OTROS,Otros,0.0,0.0,5618.0,5618.0
MISIONES,San Ignacio,Colonia Polana,26.0,0.0,0.0,26.0
MISIONES,San Ignacio,Corpus,652.0,0.0,0.0,652.0
MISIONES,San Ignacio,General Urquiza,83.0,0.0,0.0,83.0
MISIONES,San Ignacio,Gobernador Roca,525.0,35.0,0.0,560.0
MISIONES,San Ignacio,Helvecia,50.0,0.0,0.0,50.0
MISIONES,San Ignacio,Hipólito Yrigoyen,373.0,0.0,0.0,373.0
MISIONES,San Ignacio,Jardín América,2315.0,2845.0,0.0,5160.0
MISIONES,San Ignacio,Oasis,183.0,0.0,0.0,183.0
MISIONES,San Ignacio,Roca Chica,221.0,0.0,0.0,221.0
MISIONES,San Ignacio,San Ignacio,1547.0,58.0,0.0,1605.0
MISIONES,San Ignacio,Santo Pipó,699.0,17.0,0.0,716.0
MISIONES,San Javier,Florentino Ameghino,0.0,0.0,60.0,60.0
MISIONES,San Javier,Itacaruaré,95.0,0.0,0.0,95.0
MISIONES,San Javier,Mojón Grande,0.0,0.0,35.0,35.0
MISIONES,San Javier,San Javier,1705.0,0.0,40.0,1745.0
MISIONES,San Pedro,Cruce Caballero,37.0,1.0,0.0,38.0
MISIONES,San Pedro,Otros,0.0,0.0,15.0,15.0
MISIONES,San Pedro,Paraíso,520.0,0.0,8.0,528.0
MISIONES,San Pedro,Piñalito Sur,25.0,0.0,0.0,25.0
MISIONES,San Pedro,San Pedro,1434.0,20.0,0.0,1454.0
MISIONES,San Pedro,Tobuna,15.0,0.0,0.0,15.0
NEUQUEN,Aluminé,Aluminé,1110.0,18.0,0.0,1128.0
NEUQUEN,Aluminé,Moquehue,129.0,14.0,1.0,144.0
NEUQUEN,Aluminé,Villa Pehuenia,579.0,76.0,0.0,655.0
NEUQUEN,Añelo,Añelo,425.0,368.0,5.0,798.0
NEUQUEN,Añelo,San Patricio del Chañar,308.0,809.0,1054.0,2171.0
NEUQUEN,Catan LilL,Las Coloradas,53.0,9.0,0.0,62.0
NEUQUEN,Chos Malal,Chos Malal,580.0,249.0,381.0,1210.0
NEUQUEN,Chos Malal,Tricao Malal,75.0,0.0,0.0,75.0
NEUQUEN,Collón Curá,Piedra del Águila,2.0,0.0,0.0,2.0
NEUQUEN,Collón Curá,Santo Tomás,0.0,0.0,2.0,2.0
NEUQUEN,Confluencia,11 de Octubre,0.0,418.0,32.0,450.0
NEUQUEN,Confluencia,Arroyito,29.0,1.0,0.0,30.0
NEUQUEN,Confluencia,Barrio Ruca Luhé,0.0,8.0,0.0,8.0
NEUQUEN,Confluencia,Centenario,243.0,4798.0,2559.0,7600.0
NEUQUEN,Confluencia,Cutral Có,8358.0,524.0,63.0,8945.0
NEUQUEN,Confluencia,El Chocón,211.0,0.0,1.0,212.0
NEUQUEN,Confluencia,Mari Menuco,100.0,0.0,0.0,100.0
NEUQUEN,Confluencia,Neuquén,8737.0,66845.0,12892.0,88474.0
NEUQUEN,Confluencia,Otros,3.0,0.0,0.0,3.0
NEUQUEN,Confluencia,Plaza Huincul,1036.0,379.0,1.0,1416.0
NEUQUEN,Confluencia,Plottier,7843.0,2884.0,141.0,10868.0
NEUQUEN,Confluencia,Senillosa,1635.0,1.0,0.0,1636.0
NEUQUEN,Confluencia,Villa El Chocón,228.0,0.0,0.0,228.0
NEUQUEN,Confluencia,Vista Alegre Norte,285.0,330.0,176.0,791.0
NEUQUEN,Confluencia,Vista Alegre Sur,271.0,325.0,120.0,716.0
NEUQUEN,Huiliches,Junín de los Andes,3047.0,1897.0,11.0,4955.0
NEUQUEN,Lácar,San Martín de los Andes,8302.0,5959.0,220.0,14481.0
NEUQUEN,Lácar,Villa Lago Meliquina,336.0,13.0,4.0,353.0
NEUQUEN,Loncopué,Chorriaca,61.0,0.0,1.0,62.0
NEUQUEN,Loncopué,Loncopué,1211.0,4.0,2.0,1217.0
NEUQUEN,Los Lagos,Villa La Angostura,1300.0,397.0,0.0,1697.0
NEUQUEN,Los Lagos,Villa Traful,2.0,0.0,2.0,4.0
NEUQUEN,Minas,Andacollo,288.0,0.0,0.0,288.0
NEUQUEN,Minas,Huinganco,41.0,0.0,0.0,41.0
NEUQUEN,Minas,Las Ovejas,56.0,0.0,0.0,56.0
NEUQUEN,Minas,Manzano Amargo,10.0,0.0,0.0,10.0
NEUQUEN,Minas,Varvarco,20.0,0.0,0.0,20.0
NEUQUEN,Minas,Villa Del Nahueve,20.0,0.0,0.0,20.0
NEUQUEN,Ñorquín,Caviahué,175.0,7.0,0.0,182.0
NEUQUEN,Ñorquín,Copahue,22.0,0.0,0.0,22.0
NEUQUEN,Ñorquín,El Cholar,66.0,0.0,0.0,66.0
NEUQUEN,Ñorquín,El Huecú,99.0,0.0,2.0,101.0
NEUQUEN,Ñorquín,Taquimilán,32.0,0.0,0.0,32.0
NEUQUEN,OTROS,Otros,0.0,0.0,2789.0,2789.0
NEUQUEN,Pehuenches,Barrancas,30.0,0.0,1.0,31.0
NEUQUEN,Pehuenches,Buta Ranquil,3.0,0.0,0.0,3.0
NEUQUEN,Pehuenches,Rincón de los Sauces,1269.0,469.0,0.0,1738.0
NEUQUEN,Picún Leufú,Picún Leufú,2.0,0.0,0.0,2.0
NEUQUEN,Picunches,Bajada del Agrio,0.0,0.0,0.0,0.0
NEUQUEN,Picunches,La Buitrera,0.0,0.0,1.0,1.0
NEUQUEN,Picunches,Las Lajas,1.0,0.0,0.0,1.0
NEUQUEN,Zapala,Los Catutos,27.0,0.0,0.0,27.0
NEUQUEN,Zapala,Mariano Moreno,54.0,0.0,0.0,54.0
